id_student,course_key,avg_score,assessments_taken,total_weight,weighted_points,last_submission_day,weighted_avg_score,pass_flag,at_risk_flag,total_clicks,active_days,first_activity_day,last_activity_day,engagement_score,module_code,presentation,module_presentation_length
26211,FFF_2014B,80.4,5,100.0,7950.0,168,79.5,True,False,14985,248.0,-18,241,257.61487171092426,FFF,2014B,241
26247,FFF_2013J,88.0,1,12.5,1100.0,18,88.0,True,True,454,18.0,-11,26,24.12029741895095,FFF,2013J,268
26315,BBB_2014J,64.0,4,100.0,6380.0,201,63.8,True,False,2378,91.0,-9,257,98.77443551030296,BBB,2014J,262
26734,BBB_2014J,61.5,2,30.0,1850.0,131,61.666666666666664,True,False,196,29.0,-9,133,34.28320372873799,BBB,2014J,262
27116,CCC_2014J,93.33333333333333,9,200.0,18802.0,243,94.01,True,False,1754,126.0,-12,269,133.47022413589997,CCC,2014J,269
27189,FFF_2014B,40.4,5,100.0,3800.0,171,38.0,False,True,2596,53.0,4,227,60.86211221166275,FFF,2014B,241
27417,DDD_2013J,41.0,4,60.0,2235.0,144,37.25,False,True,390,30.0,-11,183,35.96870755998537,DDD,2013J,261
27417,DDD_2014J,60.25,4,50.0,2805.0,111,56.1,True,False,98,12.0,-24,162,16.59511985013459,DDD,2014J,262
27683,FFF_2014B,71.0,5,100.0,7100.0,180,71.0,True,False,2085,50.0,-6,232,57.64300363556072,FFF,2014B,241
27759,BBB_2013J,76.0909090909091,11,100.0,6113.0,210,61.13,True,False,334,46.0,0,263,51.814130531825064,BBB,2013J,268
27780,EEE_2014B,60.0,3,72.0,4260.0,113,59.166666666666664,True,False,548,41.0,-18,227,47.30809844150953,EEE,2014B,241
27891,BBB_2013B,69.16666666666667,6,44.0,2781.0,126,63.20454545454545,True,False,270,21.0,-6,124,26.602118820879703,BBB,2013B,240
27891,BBB_2014B,69.16666666666667,6,44.0,2781.0,-1,63.20454545454545,True,False,40,3.0,0,86,6.713572066704308,BBB,2014B,234
27935,DDD_2013J,75.25,4,60.0,4497.5,127,74.95833333333333,True,False,777,54.0,-18,150,60.65672652417839,DDD,2013J,261
28046,DDD_2013J,49.42857142857143,7,200.0,8990.0,237,44.95,False,True,642,51.0,-18,233,57.46614472423762,DDD,2013J,261
28061,AAA_2014J,77.6,5,100.0,7740.0,215,77.4,True,False,1549,148.0,-24,269,155.3460102099133,AAA,2014J,269
28400,AAA_2013J,66.4,5,100.0,6540.0,212,65.4,True,False,1409,80.0,-10,239,87.25134498337222,AAA,2013J,268
28418,CCC_2014B,31.5,2,9.0,291.0,69,32.333333333333336,False,True,319,22.0,-5,172,27.768320995793772,CCC,2014B,241
28787,CCC_2014J,53.6,5,125.0,5598.0,243,44.784,False,True,612,59.0,-17,268,65.41836493593621,CCC,2014J,269
28808,FFF_2014B,70.0,2,25.0,1750.0,52,70.0,True,False,222,18.0,-18,85,23.40717177146012,FFF,2014B,241
28897,FFF_2014B,87.8,5,100.0,8850.0,178,88.5,True,False,3297,135.0,-18,226,143.10107150311956,FFF,2014B,241
28952,CCC_2014J,59.5,2,11.0,602.0,32,54.72727272727273,True,False,99,12.0,-11,54,16.605170185988094,CCC,2014J,269
29144,BBB_2013B,73.22222222222223,9,81.0,5302.0,172,65.45679012345678,True,False,1855,123.0,-6,226,130.52617891334614,BBB,2013B,240
29335,FFF_2013J,94.6,5,100.0,9500.0,171,95.0,True,False,8596,230.0,-18,267,239.05916858417444,FFF,2013J,268
29411,CCC_2014J,7.0,2,11.0,126.0,51,11.454545454545455,False,True,310,19.0,-10,67,24.739792912179233,CCC,2014J,269
29411,DDD_2013J,74.14285714285714,7,200.0,13765.0,237,68.825,True,False,816,77.0,-18,235,83.70563909486,DDD,2013J,261
29420,CCC_2014J,75.25,8,191.0,12631.0,244,66.13089005235602,True,False,788,49.0,-12,245,55.67076632084587,CCC,2014J,269
29639,CCC_2014J,83.77777777777777,9,200.0,16257.0,248,81.285,True,False,6700,245.0,-18,269,253.81001204797317,CCC,2014J,269
29639,EEE_2014B,83.75,4,100.0,8348.0,151,83.48,True,False,3418,212.0,-18,237,220.1371033896393,EEE,2014B,241
29764,CCC_2014B,89.33333333333333,9,200.0,18365.0,230,91.825,True,False,2736,89.0,-18,237,96.91461770904068,CCC,2014B,241
29769,FFF_2013J,68.75,4,75.0,4975.0,131,66.33333333333333,True,False,1586,71.0,-18,167,78.3696007205264,FFF,2013J,268
29820,CCC_2014B,80.22222222222223,9,200.0,16058.0,230,80.29,True,False,980,71.0,-18,227,77.88857245956537,CCC,2014B,241
29820,EEE_2014B,81.5,4,100.0,7940.0,151,79.4,True,False,1431,106.0,-18,227,113.26682734752059,EEE,2014B,241
30091,BBB_2013J,88.0,10,82.0,6300.0,210,76.82926829268293,True,False,1305,64.0,-1,243,71.17472430983638,BBB,2013J,268
30096,CCC_2014J,93.55555555555556,9,200.0,18604.0,244,93.02,True,False,678,54.0,-18,239,60.5206211275587,CCC,2014J,269
30531,FFF_2014B,87.0,2,25.0,2175.0,61,87.0,True,False,1492,54.0,-16,220,61.30854279753919,FFF,2014B,241
30549,DDD_2013J,35.0,1,10.0,350.0,25,35.0,False,True,135,21.0,-17,147,25.912654885736053,DDD,2013J,261
30850,CCC_2014J,99.33333333333333,9,200.0,19924.0,244,99.62,True,False,2160,130.0,-14,265,137.6783263565069,CCC,2014J,269
31014,BBB_2013J,90.0,5,43.0,3595.0,102,83.6046511627907,True,False,482,47.0,-10,115,53.18001665365257,BBB,2013J,268
31161,CCC_2014J,96.88888888888889,9,200.0,19708.0,244,98.54,True,False,2859,185.0,-18,262,192.9585769038139,CCC,2014J,269
31173,DDD_2013J,50.142857142857146,7,200.0,7712.5,242,38.5625,False,True,844,57.0,2,256,63.739336627357176,DDD,2013J,261
31269,DDD_2014B,56.0,2,22.5,1287.5,53,57.22222222222222,True,False,539,32.0,-17,72,38.29156913955832,DDD,2014B,241
31296,FFF_2014J,53.6,5,100.0,5225.0,199,52.25,True,False,1267,43.0,-9,263,50.14519613499717,FFF,2014J,269
31600,AAA_2014J,54.8,5,100.0,5550.0,214,55.5,True,False,415,19.0,-23,240,25.030685260261265,AAA,2014J,269
31604,AAA_2013J,76.0,5,100.0,7630.0,213,76.3,True,False,2007,123.0,-10,264,130.60489448081162,AAA,2013J,268
31663,BBB_2013B,79.27272727272727,11,100.0,6392.0,189,63.92,True,False,5624,222.0,-9,238,230.63497622707263,BBB,2013B,240
31849,BBB_2013J,78.0,11,100.0,6911.0,218,69.11,True,False,1144,80.0,0,268,87.04315991598834,BBB,2013J,268
32221,FFF_2013J,90.0,4,75.0,6700.0,130,89.33333333333333,True,False,1112,48.0,-3,129,55.01481435127555,FFF,2013J,268
32327,BBB_2014J,61.0,1,10.0,610.0,53,61.0,True,True,669,30.0,-7,102,36.50727771238501,BBB,2014J,262
32885,AAA_2013J,54.4,5,100.0,5500.0,222,55.0,True,False,1012,70.0,-10,247,76.92067150424869,AAA,2013J,268
32930,BBB_2014J,56.0,4,100.0,5530.0,201,55.3,True,False,417,13.0,17,231,19.035481432524755,BBB,2014J,262
33387,DDD_2013J,59.0,3,40.0,2335.0,88,58.375,True,False,243,22.0,-10,131,27.4971682252932,DDD,2013J,261
33600,FFF_2013J,84.0,1,12.5,1050.0,17,84.0,True,True,469,21.0,-18,26,27.152732694704106,FFF,2013J,268
33666,BBB_2013B,78.66666666666667,3,24.0,1794.0,60,74.75,True,False,1139,66.0,3,140,73.03878354138854,BBB,2013B,240
33681,DDD_2013J,76.66666666666667,3,40.0,2955.0,100,73.875,True,False,423,24.0,-18,122,30.04973345523196,DDD,2013J,261
33681,DDD_2014J,75.75,4,50.0,3505.0,-1,70.1,True,False,30,2.0,-25,-4,5.433987204485146,DDD,2014J,262
33796,DDD_2014J,63.714285714285715,7,200.0,10955.0,242,54.775,True,False,338,45.0,2,252,50.82600010738045,DDD,2014J,262
33897,DDD_2013J,50.0,1,10.0,500.0,23,50.0,True,True,322,5.0,22,54,10.777652323222657,DDD,2013J,261
33897,DDD_2014J,56.0,3,25.0,1430.0,-1,57.2,True,False,0,0.0,0,0,0.0,DDD,2014J,262
33915,FFF_2013B,94.6,5,100.0,9575.0,164,95.75,True,False,4012,128.0,-17,236,136.2972943702669,FFF,2013B,240
33930,DDD_2013J,81.33333333333333,6,180.0,13497.5,237,74.98611111111111,True,False,526,72.0,-15,234,78.26720054854137,DDD,2013J,261
34068,CCC_2014J,73.33333333333333,3,18.0,1322.0,69,73.44444444444444,True,False,596,55.0,-18,94,61.3919171133926,CCC,2014J,269
34087,DDD_2013J,84.66666666666667,3,40.0,3370.0,89,84.25,True,False,285,36.0,-7,169,41.655991810819856,DDD,2013J,261
34087,DDD_2014J,84.25,4,50.0,4175.0,-1,83.5,True,False,127,19.0,-13,171,23.852030263919616,DDD,2014J,262
34229,BBB_2013B,88.0,9,81.0,6507.0,189,80.33333333333333,True,False,672,50.0,-9,236,56.511745329644725,BBB,2013B,240
34293,FFF_2014B,74.0,2,25.0,1850.0,51,74.0,True,False,915,36.0,-18,79,42.82001636467413,FFF,2014B,241
34353,BBB_2013B,90.6,10,82.0,6573.0,189,80.15853658536585,True,False,350,32.0,7,226,37.860786223465865,BBB,2013B,240
34431,BBB_2013B,80.0,1,1.0,80.0,60,80.0,True,True,178,13.0,3,116,18.187385805840755,BBB,2013B,240
34653,DDD_2013J,49.0,3,50.0,2410.0,111,48.2,False,True,203,20.0,-18,140,25.318119993844217,DDD,2013J,261
34662,BBB_2014J,68.0,1,10.0,680.0,53,68.0,True,True,208,26.0,-9,103,31.34233425196481,BBB,2014J,262
34731,FFF_2013J,74.0,2,25.0,1850.0,47,74.0,True,False,671,33.0,-11,92,39.51025834052315,FFF,2013J,268
34756,BBB_2013B,67.33333333333333,3,24.0,1353.0,60,56.375,True,False,114,11.0,2,59,15.74493212836325,BBB,2013B,240
34863,BBB_2013B,73.9090909090909,11,100.0,6322.0,193,63.22,True,False,178,19.0,2,212,24.187385805840755,BBB,2013B,240
35340,EEE_2014B,79.75,4,100.0,7816.0,152,78.16,True,False,1785,99.0,-17,234,106.48773376143644,EEE,2014B,241
35355,CCC_2014J,68.6,5,48.0,3073.0,147,64.02083333333333,True,False,1079,64.0,-11,158,70.98471632011827,CCC,2014J,269
35355,EEE_2013J,83.5,4,100.0,8320.0,158,83.2,True,False,2180,126.0,-4,257,133.68753876620164,EEE,2013J,268
35502,DDD_2014B,66.0,1,10.0,660.0,14,66.0,True,True,536,32.0,-18,31,38.28599809450886,DDD,2014B,241
35508,CCC_2014J,81.8,5,125.0,10206.0,244,81.648,True,False,1084,69.0,-18,262,75.98933526597456,CCC,2014J,269
35508,EEE_2014B,93.5,4,100.0,9284.0,150,92.84,True,False,2248,106.0,-14,232,113.71824095195932,EEE,2014B,241
35544,FFF_2013B,83.4,5,100.0,8275.0,165,82.75,True,False,2037,101.0,-18,240,108.61972421378267,FFF,2013B,240
35747,FFF_2014J,54.0,1,12.5,675.0,24,54.0,True,True,637,21.0,-9,37,27.45833828334479,FFF,2014J,269
35796,FFF_2014J,82.0,1,12.5,1025.0,22,82.0,True,True,590,31.0,-18,47,37.381816017406095,FFF,2014J,269
35812,BBB_2013B,71.0,1,5.0,355.0,19,71.0,True,True,16,3.0,14,23,5.833213344056216,BBB,2013B,240
35860,FFF_2013B,80.33333333333333,3,50.0,3925.0,89,78.5,True,False,2162,67.0,-18,234,74.67925142595305,FFF,2013B,240
36347,FFF_2014B,72.75,4,75.0,5400.0,129,72.0,True,False,2121,106.0,-18,240,113.66011431917393,FFF,2014B,241
36385,FFF_2013B,75.0,2,25.0,1875.0,46,75.0,True,False,1302,51.0,-17,75,58.17242457712484,FFF,2013B,240
37298,FFF_2013B,86.25,4,75.0,6550.0,131,87.33333333333333,True,False,2066,87.0,-9,240,94.63385355968177,FFF,2013B,240
37622,BBB_2013J,81.9,10,99.0,7032.0,210,71.03030303030303,True,False,427,39.0,-6,248,45.0591231955818,BBB,2013J,268
37652,CCC_2014J,98.0,5,125.0,12420.0,243,99.36,True,False,854,54.0,-8,267,60.75110146893676,CCC,2014J,269
38053,AAA_2013J,68.0,5,100.0,6690.0,215,66.9,True,False,2384,143.0,-10,267,150.77695440332243,AAA,2013J,268
38234,BBB_2013J,77.71428571428571,7,62.0,4462.0,168,71.96774193548387,True,False,82,9.0,-7,166,13.418840607796598,BBB,2013J,268
38711,BBB_2014J,51.333333333333336,3,65.0,3260.0,175,50.15384615384615,True,False,165,14.0,2,173,19.111987788356544,BBB,2014J,262
38941,BBB_2014B,77.0,1,5.0,385.0,13,77.0,True,True,0,0.0,0,0,0.0,BBB,2014B,234
39208,BBB_2014J,71.75,4,100.0,7160.0,200,71.6,True,False,1951,160.0,-9,262,167.57660976697304,BBB,2014J,262
39411,DDD_2013J,70.0,1,10.0,700.0,25,70.0,True,True,153,15.0,-18,37,20.036952602413628,DDD,2013J,261
39427,DDD_2013J,84.0,1,10.0,840.0,25,84.0,True,True,92,14.0,-3,46,18.532599493153256,DDD,2013J,261
39655,BBB_2013B,83.0909090909091,11,100.0,8298.0,189,82.98,True,False,377,34.0,-6,217,39.93489419561959,BBB,2013B,240
39660,DDD_2014B,64.5,4,60.0,3480.0,124,58.0,True,False,611,74.0,-18,144,80.41673228251233,DDD,2014B,241
39882,FFF_2014B,76.25,4,75.0,5475.0,129,73.0,True,False,1714,44.0,-5,210,51.44716835960004,FFF,2014B,241
40184,DDD_2013J,93.71428571428571,7,200.0,19300.0,241,96.5,True,False,1842,149.0,-18,258,156.5191499576698,DDD,2013J,261
40419,DDD_2013B,71.5,2,9.5,704.0,25,74.10526315789474,True,False,144,9.0,-13,171,13.976733742420574,DDD,2013B,240
40419,DDD_2013J,71.57142857142857,7,200.0,13972.5,237,69.8625,True,False,557,33.0,-12,235,39.32435896238131,DDD,2013J,261
40563,DDD_2013J,71.14285714285714,7,200.0,12067.5,237,60.3375,True,False,568,60.0,-18,233,66.34388043412633,DDD,2013J,261
40604,CCC_2014B,68.28571428571429,7,184.0,11744.0,234,63.82608695652174,True,False,449,53.0,-16,236,59.10924758276437,CCC,2014B,241
40857,FFF_2014J,86.0,1,12.5,1075.0,24,86.0,True,True,298,19.0,-17,103,24.700443573390686,FFF,2014J,269
40878,FFF_2014J,88.8,5,100.0,8800.0,197,88.0,True,False,2374,88.0,-18,255,95.77275271646874,FFF,2014J,269
41060,DDD_2013B,82.81818181818181,11,79.0,6359.5,173,80.5,True,False,408,34.0,-16,170,40.0137151560428,DDD,2013B,240
41547,BBB_2014J,52.0,4,100.0,4335.0,201,43.35,False,True,978,61.0,-2,233,67.88653164253051,BBB,2014J,262
42552,FFF_2014J,74.2,5,100.0,7175.0,196,71.75,True,False,4970,138.0,-18,263,146.51137630609466,FFF,2014J,269
42616,FFF_2013J,74.0,5,100.0,7375.0,162,73.75,True,False,3934,163.0,-17,251,171.2776661608515,FFF,2013J,268
42638,CCC_2014B,68.66666666666667,9,200.0,12513.0,230,62.565,True,False,5414,193.0,-18,240,201.5969281594351,CCC,2014B,241
42638,EEE_2013J,80.75,4,100.0,8048.0,158,80.48,True,False,6072,202.0,-11,267,210.71160799589757,EEE,2013J,268
42668,FFF_2013B,77.8,5,100.0,7875.0,169,78.75,True,False,2787,108.0,-18,232,115.93307977188041,FFF,2013B,240
42746,CCC_2014J,95.88888888888889,9,200.0,19578.0,244,97.89,True,False,2299,142.0,-17,268,149.74066440191723,CCC,2014J,269
42746,FFF_2014B,93.0,5,100.0,9250.0,166,92.5,True,False,8024,186.0,-18,240,194.99031694799822,FFF,2014B,241
42818,DDD_2013J,39.0,1,10.0,390.0,25,39.0,False,True,178,20.0,-18,37,25.187385805840755,DDD,2013J,261
43273,FFF_2013B,72.8,5,100.0,7075.0,166,70.75,True,False,1831,66.0,-12,226,73.51316354523408,FFF,2013B,240
43284,DDD_2013B,71.44444444444444,9,60.0,4020.0,173,67.0,True,False,820,96.0,-16,227,102.71052310945242,DDD,2013B,240
43430,FFF_2013B,94.6,5,100.0,9475.0,161,94.75,True,False,5565,158.0,-18,237,166.62443194208583,FFF,2013B,240
43564,EEE_2013J,92.75,4,100.0,9260.0,159,92.6,True,False,2275,112.0,-11,261,119.73017479524623,EEE,2013J,268
43958,FFF_2013J,92.0,2,25.0,2300.0,39,92.0,True,False,2137,74.0,-18,110,81.66762609158499,FFF,2013J,268
43958,FFF_2014J,90.0,3,50.0,4450.0,74,89.0,True,False,1060,69.0,-18,104,75.96696713861398,FFF,2014J,269
45423,FFF_2014J,54.4,5,100.0,5275.0,200,52.75,True,False,4311,80.0,-4,241,88.36915711258884,FFF,2014J,269
45462,AAA_2013J,68.0,5,100.0,6780.0,216,67.8,True,False,1448,90.0,-10,267,97.27862894232068,AAA,2013J,268
45642,AAA_2013J,72.4,5,100.0,7250.0,227,72.5,True,False,1353,105.0,-9,264,112.21081845347221,AAA,2013J,268
45664,CCC_2014B,31.666666666666668,3,18.0,769.0,69,42.72222222222222,False,True,388,29.0,-11,134,34.96357934361845,CCC,2014B,241
45664,DDD_2013B,56.15384615384615,13,197.0,9528.0,230,48.36548223350254,False,True,1041,66.0,-15,235,72.9488972223133,DDD,2013B,240
46016,DDD_2014J,65.0,3,25.0,1625.0,62,65.0,True,False,370,38.0,-22,190,43.91620206260743,DDD,2014J,262
46148,FFF_2014B,84.2,5,100.0,8525.0,170,85.25,True,False,3653,123.0,2,240,131.20357773693794,FFF,2014B,241
46605,CCC_2014B,93.55555555555556,9,200.0,19122.0,230,95.61,True,False,3372,208.0,-18,241,216.12355783506166,CCC,2014B,241
46705,CCC_2014J,83.71428571428571,7,78.0,5981.0,219,76.67948717948718,True,False,1071,73.0,-18,221,79.97728134163074,CCC,2014J,269
46753,DDD_2014B,58.5,6,180.0,8387.5,234,46.59722222222222,False,True,1731,86.0,-18,229,93.45703208912238,DDD,2014B,241
46812,DDD_2014J,55.0,1,5.0,275.0,20,55.0,True,True,132,15.0,2,40,19.890349128221754,DDD,2014J,262
46844,AAA_2014J,64.8,5,100.0,6650.0,214,66.5,True,False,331,46.0,-23,264,51.80513496891649,AAA,2014J,269
47061,EEE_2014J,70.5,4,100.0,7020.0,169,70.2,True,False,342,20.0,29,234,25.83773044716594,EEE,2014J,269
47063,DDD_2013J,49.25,4,60.0,3007.5,123,50.125,True,False,135,29.0,-6,149,33.91265488573605,DDD,2013J,261
47855,BBB_2013J,45.90909090909091,11,100.0,4477.0,-1,44.77,False,True,12,6.0,24,99,8.564949357461536,BBB,2013J,268
47861,FFF_2014J,53.4,5,100.0,4975.0,215,49.75,False,True,8494,201.0,-18,249,210.04723303410603,FFF,2014J,269
47891,BBB_2014J,48.5,2,30.0,1370.0,105,45.666666666666664,False,True,116,14.0,-9,124,18.762173934797758,BBB,2014J,262
47924,FFF_2013J,41.0,2,25.0,1025.0,47,41.0,False,True,34,2.0,44,47,5.555348061489413,FFF,2013J,268
48040,BBB_2013J,77.27272727272727,11,100.0,6360.0,210,63.6,True,False,1733,158.0,-10,268,165.4581861573405,BBB,2013J,268
48152,DDD_2013J,52.166666666666664,6,180.0,8837.5,241,49.09722222222222,False,True,524,40.0,-17,261,46.26339826259162,DDD,2013J,261
48503,BBB_2013J,76.8,10,82.0,6036.0,210,73.60975609756098,True,False,404,39.0,-3,245,45.00388706710654,BBB,2013J,268
48635,CCC_2014J,78.0,1,2.0,156.0,21,78.0,True,True,570,21.0,-6,32,27.34738920965601,CCC,2014J,269
48635,FFF_2014B,82.8,5,100.0,8325.0,170,83.25,True,False,4313,157.0,-15,241,165.3696208269491,FFF,2014B,241
49119,CCC_2014B,88.0,9,200.0,19141.0,234,95.705,True,False,1907,104.0,-17,240,111.55381085200823,CCC,2014B,241
49119,DDD_2014B,71.0,2,22.5,1602.5,54,71.22222222222223,True,False,234,28.0,-16,64,33.45958551414416,DDD,2014B,241
50069,BBB_2014B,84.83333333333333,6,44.0,3388.0,119,77.0,True,False,504,28.0,-9,220,34.22455842927536,BBB,2014B,234
50263,CCC_2014B,43.0,2,11.0,634.0,34,57.63636363636363,True,False,421,31.0,-18,45,37.04500531403601,CCC,2014B,241
50263,FFF_2013B,83.2,5,100.0,8300.0,164,83.0,True,False,5727,161.0,-18,240,169.65312170864047,FFF,2013B,240
50476,DDD_2014B,87.66666666666667,6,180.0,15667.5,234,87.04166666666667,True,False,553,33.0,-18,228,39.31716468674728,DDD,2014B,241
50487,FFF_2013J,82.2,5,100.0,8300.0,172,83.0,True,False,4894,131.0,-18,265,139.4959695549646,FFF,2013J,268
50610,DDD_2013J,87.33333333333333,3,40.0,3470.0,-1,86.75,True,False,13,4.0,-11,8,6.639057329615259,DDD,2013J,261
50993,BBB_2013B,46.22222222222222,9,81.0,2275.0,189,28.08641975308642,False,True,128,23.0,-5,171,27.859812404361673,BBB,2013B,240
51030,DDD_2014B,80.33333333333333,6,180.0,13792.5,236,76.625,True,False,749,61.0,-18,233,67.62007320653035,DDD,2014B,241
51033,DDD_2014J,85.42857142857143,7,200.0,14055.0,243,70.275,True,False,874,58.0,-25,240,64.77422388635762,DDD,2014J,262
51153,DDD_2014J,61.714285714285715,7,200.0,11250.0,243,56.25,True,False,1096,101.0,-25,235,108.00033446027523,DDD,2014J,262
51163,DDD_2013J,70.85714285714286,7,200.0,15107.5,237,75.5375,True,False,1154,79.0,-9,244,86.0518556229559,DDD,2013J,261
51301,BBB_2013J,93.0,1,5.0,465.0,17,93.0,True,True,607,48.0,-10,45,54.41017488196617,BBB,2013J,268
51485,FFF_2013J,92.8,5,100.0,9300.0,173,93.0,True,False,2673,87.0,-17,265,94.89133075766189,FFF,2013J,268
51576,CCC_2014B,71.0,2,11.0,928.0,29,84.36363636363636,True,False,368,22.0,-17,59,27.910796644040527,CCC,2014B,241
51576,CCC_2014J,92.5,2,11.0,1042.0,28,94.72727272727273,True,False,372,18.0,-5,62,23.921578419643815,CCC,2014J,269
51576,FFF_2013J,82.8,5,100.0,8400.0,172,84.0,True,False,5186,78.0,-16,248,86.55391077435141,FFF,2013J,268
51955,DDD_2014J,49.714285714285715,7,200.0,7850.0,242,39.25,False,True,370,69.0,-22,259,74.91620206260744,DDD,2014J,262
52014,DDD_2013B,37.333333333333336,12,191.0,4424.0,231,23.162303664921467,False,True,346,46.0,7,226,51.84932477994686,DDD,2013B,240
52130,AAA_2013J,71.4,5,100.0,7120.0,215,71.2,True,False,1849,122.0,-4,245,129.52294091807238,AAA,2013J,268
52275,FFF_2014J,38.0,1,12.5,475.0,30,38.0,False,True,90,5.0,-15,35,9.51085950651685,FFF,2014J,269
52426,BBB_2014B,73.0,5,43.0,2572.0,84,59.81395348837209,True,False,62,5.0,5,81,9.143134726391533,BBB,2014B,234
52765,AAA_2014J,63.0,5,100.0,6150.0,215,61.5,True,False,4809,190.0,-21,268,198.47845236309982,AAA,2014J,269
52797,BBB_2013J,87.54545454545455,11,100.0,8043.0,210,80.43,True,False,1050,61.0,-10,242,67.95749737087695,BBB,2013J,268
52899,BBB_2013B,76.0,2,6.0,440.0,60,73.33333333333333,True,False,913,24.0,-9,94,30.81783057145415,BBB,2013B,240
52899,BBB_2013J,83.25,8,63.0,4239.0,168,67.28571428571429,True,False,1451,120.0,-9,254,127.28069719538475,BBB,2013J,268
53025,AAA_2013J,78.0,5,100.0,7900.0,212,79.0,True,False,3074,142.0,-7,257,150.03106018024062,AAA,2013J,268
53136,FFF_2014B,72.2,5,100.0,7100.0,170,71.0,True,False,3379,111.0,-1,226,119.12563098847707,FFF,2014B,241
53166,FFF_2013J,67.6,5,100.0,6575.0,173,65.75,True,False,2821,64.0,-6,236,71.94520113241276,FFF,2013J,268
53197,FFF_2013B,0.0,1,25.0,0.0,89,0.0,False,True,60,5.0,33,88,9.11087386417331,FFF,2013B,240
53300,CCC_2014J,90.88888888888889,9,200.0,18994.0,244,94.97,True,False,1744,124.0,-18,242,131.46450983463652,CCC,2014J,269
53488,DDD_2013B,82.07142857142857,14,200.0,14768.5,231,73.8425,True,False,1348,105.0,-16,237,112.20711885620776,DDD,2013B,240
53632,DDD_2014B,86.0,4,60.0,5152.5,123,85.875,True,False,472,34.0,-7,157,40.159095388491934,DDD,2014B,241
53632,DDD_2014J,87.0,5,75.0,6545.0,-1,87.26666666666667,True,False,73,7.0,18,158,11.30406509320417,DDD,2014J,262
53709,FFF_2013B,78.25,4,75.0,5725.0,130,76.33333333333333,True,False,1686,52.0,2,156,59.430707082545965,FFF,2013B,240
53709,FFF_2014B,77.8,5,100.0,7625.0,184,76.25,True,False,1156,34.0,9,241,41.05358572719368,FFF,2014B,241
54062,CCC_2014J,57.0,3,18.0,962.0,69,53.44444444444444,True,False,139,13.0,-18,66,17.941642422609306,CCC,2014J,269
54062,EEE_2013J,89.0,4,100.0,9032.0,159,90.32,True,False,1459,77.0,4,267,84.28619171470238,EEE,2013J,268
54391,CCC_2014B,44.5,2,9.0,373.0,69,41.44444444444444,False,True,174,8.0,17,100,13.164785973923514,CCC,2014B,241
54810,DDD_2014B,86.0,2,22.5,1925.0,53,85.55555555555556,True,False,258,24.0,-11,81,29.556828061699537,DDD,2014B,241
54810,DDD_2014J,67.85714285714286,7,200.0,11590.0,242,57.95,True,False,434,49.0,-25,241,55.075346031088685,DDD,2014J,262
54867,FFF_2014B,74.0,1,12.5,925.0,23,74.0,True,True,575,18.0,-15,30,24.35610766069589,FFF,2014B,241
54882,FFF_2013J,45.8,5,100.0,3925.0,172,39.25,False,True,493,44.0,-18,257,50.202535517187926,FFF,2013J,268
