id_student,course_key,avg_score,assessments_taken,total_weight,weighted_points,last_submission_day,weighted_avg_score,pass_flag,at_risk_flag
51576,FFF_2013J,82.8,5,100.0,8400.0,172,84.0,True,False
51955,DDD_2014J,49.714285714285715,7,200.0,7850.0,242,39.25,False,True
52014,DDD_2013B,37.333333333333336,12,191.0,4424.0,231,23.162303664921467,False,True
52130,AAA_2013J,71.4,5,100.0,7120.0,215,71.2,True,False
52275,FFF_2014J,38.0,1,12.5,475.0,30,38.0,False,True
52426,BBB_2014B,73.0,5,43.0,2572.0,84,59.81395348837209,True,False
52765,AAA_2014J,63.0,5,100.0,6150.0,215,61.5,True,False
52797,BBB_2013J,87.54545454545455,11,100.0,8043.0,210,80.43,True,False
52899,BBB_2013B,76.0,2,6.0,440.0,60,73.33333333333333,True,False
52899,BBB_2013J,83.25,8,63.0,4239.0,168,67.28571428571429,True,False
53025,AAA_2013J,78.0,5,100.0,7900.0,212,79.0,True,False
53136,FFF_2014B,72.2,5,100.0,7100.0,170,71.0,True,False
53166,FFF_2013J,67.6,5,100.0,6575.0,173,65.75,True,False
53197,FFF_2013B,0.0,1,25.0,0.0,89,0.0,False,True
53300,CCC_2014J,90.88888888888889,9,200.0,18994.0,244,94.97,True,False
53488,DDD_2013B,82.07142857142857,14,200.0,14768.5,231,73.8425,True,False
53632,DDD_2014B,86.0,4,60.0,5152.5,123,85.875,True,False
53632,DDD_2014J,87.0,5,75.0,6545.0,-1,87.26666666666667,True,False
53709,FFF_2013B,78.25,4,75.0,5725.0,130,76.33333333333333,True,False
53709,FFF_2014B,77.8,5,100.0,7625.0,184,76.25,True,False
54062,CCC_2014J,57.0,3,18.0,962.0,69,53.44444444444444,True,False
54062,EEE_2013J,89.0,4,100.0,9032.0,159,90.32,True,False
54391,CCC_2014B,44.5,2,9.0,373.0,69,41.44444444444444,False,True
54810,DDD_2014B,86.0,2,22.5,1925.0,53,85.55555555555556,True,False
54810,DDD_2014J,67.85714285714286,7,200.0,11590.0,242,57.95,True,False
54867,FFF_2014B,74.0,1,12.5,925.0,23,74.0,True,True
54882,FFF_2013J,45.8,5,100.0,3925.0,172,39.25,False,True
55013,FFF_2013J,53.25,4,75.0,3725.0,130,49.666666666666664,False,True
55026,BBB_2013J,72.22222222222223,9,81.0,5153.0,210,63.617283950617285,True,False
55104,AAA_2014J,71.0,5,100.0,7130.0,214,71.3,True,False
55419,FFF_2013J,70.0,1,12.5,875.0,17,70.0,True,True
55450,FFF_2013B,74.25,4,75.0,5525.0,138,73.66666666666667,True,False
55968,BBB_2014B,67.33333333333333,6,44.0,2386.0,119,54.22727272727273,True,False
56637,FFF_2014J,90.8,5,100.0,9175.0,198,91.75,True,False
56667,FFF_2014J,64.75,4,75.0,4900.0,149,65.33333333333333,True,False
56789,BBB_2013J,76.45454545454545,11,100.0,6893.0,210,68.93,True,False
57079,BBB_2013J,74.4,10,82.0,5290.0,210,64.51219512195122,True,False
57227,DDD_2013J,79.0,6,180.0,13125.0,242,72.91666666666667,True,False
57285,BBB_2014J,67.5,4,100.0,6620.0,200,66.2,True,False
57340,CCC_2014B,70.2,5,125.0,8623.0,230,68.984,True,False
57506,AAA_2013J,74.0,5,100.0,7400.0,214,74.0,True,False
57818,DDD_2013J,91.57142857142857,7,200.0,17355.0,241,86.775,True,False
57844,FFF_2013J,75.8,5,100.0,7825.0,171,78.25,True,False
58071,AAA_2014J,76.0,5,100.0,7490.0,222,74.9,True,False
58089,BBB_2013B,87.5,2,6.0,475.0,60,79.16666666666667,True,False
58316,AAA_2014J,73.4,5,100.0,7290.0,215,72.9,True,False
58549,FFF_2013B,93.8,5,100.0,9325.0,165,93.25,True,False
58617,DDD_2014B,40.666666666666664,6,100.0,3802.5,200,38.025,False,True
58640,FFF_2013J,63.4,5,100.0,6175.0,173,61.75,True,False
58653,BBB_2014J,68.75,4,100.0,6810.0,201,68.1,True,False
58731,DDD_2014J,56.285714285714285,7,200.0,10025.0,245,50.125,True,False
58873,AAA_2013J,73.2,5,100.0,7370.0,215,73.7,True,False
58884,FFF_2014J,91.2,5,100.0,9075.0,195,90.75,True,False
59185,AAA_2013J,78.6,5,100.0,8080.0,215,80.8,True,False
59272,BBB_2014J,66.25,4,100.0,6685.0,199,66.85,True,False
59275,DDD_2013J,52.5,4,60.0,3035.0,123,50.583333333333336,True,False
59370,DDD_2013J,64.28571428571429,7,200.0,12235.0,242,61.175,True,False
59541,CCC_2014B,40.0,1,2.0,80.0,20,40.0,False,True
59725,BBB_2014B,82.63636363636364,11,100.0,8431.0,200,84.31,True,False
60135,DDD_2013B,57.75,12,170.0,8325.0,229,48.970588235294116,False,True
60416,BBB_2014B,83.18181818181819,11,100.0,7320.0,200,73.2,True,False
60519,FFF_2013B,70.0,2,25.0,1750.0,44,70.0,True,False
60809,CCC_2014J,85.66666666666667,9,200.0,13633.0,243,68.165,True,False
60809,EEE_2014J,87.25,4,100.0,8680.0,166,86.8,True,False
60830,BBB_2014B,82.1,10,82.0,6009.0,200,73.28048780487805,True,False
61227,CCC_2014J,68.25,4,25.0,1644.0,219,65.76,True,False
61236,CCC_2014J,56.0,1,2.0,112.0,21,56.0,True,True
61911,DDD_2014B,83.33333333333333,3,47.5,3967.5,122,83.52631578947368,True,False
62034,EEE_2014J,79.33333333333333,3,72.0,5572.0,131,77.38888888888889,True,False
62155,AAA_2013J,76.0,5,100.0,7640.0,213,76.4,True,False
62278,CCC_2014B,62.166666666666664,6,70.0,4523.0,151,64.61428571428571,True,False
62487,AAA_2014J,71.6,5,100.0,7060.0,215,70.6,True,False
62631,BBB_2013B,80.42857142857143,7,62.0,4399.0,127,70.95161290322581,True,False
63015,DDD_2014J,75.14285714285714,7,200.0,12250.0,243,61.25,True,False
63044,BBB_2013J,64.0,5,43.0,2535.0,110,58.95348837209303,True,False
63112,EEE_2013J,87.0,4,100.0,8688.0,158,86.88,True,False
63112,FFF_2014J,49.333333333333336,3,50.0,2375.0,92,47.5,False,True
63165,AAA_2014J,51.4,5,100.0,5210.0,221,52.1,True,False
63295,FFF_2013J,68.25,4,75.0,4775.0,134,63.666666666666664,True,False
63371,CCC_2014J,78.88888888888889,9,200.0,13001.0,248,65.005,True,False
63400,AAA_2013J,71.6,5,100.0,7120.0,215,71.2,True,False
63467,BBB_2014J,78.0,4,100.0,7710.0,200,77.1,True,False
63566,DDD_2013J,61.714285714285715,7,200.0,10182.5,237,50.9125,True,False
63721,BBB_2014B,84.0,10,82.0,6862.0,200,83.6829268292683,True,False
63827,DDD_2014J,78.33333333333333,3,25.0,1925.0,62,77.0,True,False
63856,DDD_2013J,52.142857142857146,7,200.0,7992.5,242,39.9625,False,True
64275,BBB_2014B,75.1,10,99.0,6763.0,200,68.31313131313131,True,False
64296,CCC_2014B,76.0,2,11.0,948.0,32,86.18181818181819,True,False
64296,EEE_2014B,97.0,2,44.0,4244.0,68,96.45454545454545,True,False
64388,FFF_2013J,62.5,4,75.0,4375.0,149,58.333333333333336,True,False
64427,FFF_2014J,83.8,5,100.0,8450.0,197,84.5,True,False
64450,DDD_2014B,45.714285714285715,7,200.0,9527.5,237,47.6375,False,True
64767,DDD_2014B,70.0,4,60.0,4157.5,116,69.29166666666667,True,False
65002,AAA_2013J,67.0,2,30.0,2020.0,51,67.33333333333333,True,False
65002,AAA_2014J,67.0,2,30.0,2020.0,-1,67.33333333333333,True,False
65656,FFF_2013B,66.4,5,100.0,6375.0,169,63.75,True,False
66047,DDD_2013J,43.0,1,10.0,430.0,16,43.0,False,True
66254,CCC_2014B,72.16666666666667,6,70.0,5041.0,151,72.01428571428572,True,False
66451,FFF_2013J,77.2,5,100.0,7750.0,184,77.5,True,False
66577,DDD_2013J,83.0,3,40.0,3325.0,-1,83.125,True,False
66579,DDD_2013B,68.0,5,37.5,2083.0,116,55.54666666666667,True,False
66713,EEE_2013J,76.5,4,100.0,7524.0,159,75.24,True,False
66892,FFF_2014J,66.0,1,12.5,825.0,32,66.0,True,True
67471,DDD_2013J,67.0,7,200.0,11815.0,241,59.075,True,False
67505,DDD_2013J,64.25,4,60.0,3952.5,125,65.875,True,False
67539,EEE_2014J,66.0,4,100.0,6492.0,166,64.92,True,False
67602,DDD_2013B,48.0,14,200.0,9342.5,230,46.7125,False,True
67685,EEE_2014J,81.0,4,100.0,8172.0,166,81.72,True,False
67781,DDD_2014B,75.28571428571429,7,200.0,15885.0,234,79.425,True,False
67785,DDD_2013B,71.58333333333333,12,182.0,9548.5,229,52.464285714285715,True,False
67986,FFF_2014B,72.0,1,12.5,900.0,23,72.0,True,True
68011,DDD_2013J,81.0,2,22.5,1835.0,52,81.55555555555556,True,False
68107,FFF_2013J,89.4,5,100.0,9050.0,172,90.5,True,False
68208,FFF_2013B,59.0,5,100.0,5525.0,186,55.25,True,False
68376,DDD_2013J,69.83333333333333,6,180.0,12145.0,237,67.47222222222223,True,False
68417,DDD_2014J,76.42857142857143,7,200.0,13405.0,243,67.025,True,False
68556,BBB_2013J,57.0,4,42.0,2789.0,102,66.4047619047619,True,False
69346,FFF_2013J,76.0,1,12.5,950.0,18,76.0,True,True
69439,FFF_2014J,64.0,2,25.0,1600.0,52,64.0,True,False
69491,DDD_2013B,66.0,14,200.0,11275.5,230,56.3775,True,False
69494,CCC_2014B,0.0,1,2.0,0.0,20,0.0,False,True
69494,CCC_2014J,15.5,4,26.0,558.0,147,21.46153846153846,False,True
69703,CCC_2014B,74.55555555555556,9,200.0,15499.0,230,77.495,True,False
70011,AAA_2014J,80.2,5,100.0,8130.0,214,81.3,True,False
70214,CCC_2014J,33.0,1,2.0,66.0,21,33.0,False,True
70214,EEE_2013J,48.0,4,100.0,4680.0,159,46.8,False,True
70381,CCC_2014B,75.33333333333333,9,200.0,16426.0,234,82.13,True,False
70464,AAA_2013J,55.6,5,100.0,5350.0,198,53.5,True,False
70495,CCC_2014J,89.22222222222223,9,200.0,17597.0,244,87.985,True,False
70495,FFF_2013J,86.4,5,100.0,8775.0,169,87.75,True,False
70537,EEE_2014B,80.75,4,100.0,8072.0,151,80.72,True,False
70569,BBB_2014J,69.5,4,100.0,6890.0,200,68.9,True,False
70608,BBB_2013B,84.18181818181819,11,100.0,7795.0,189,77.95,True,False
70771,CCC_2014B,50.0,1,2.0,100.0,20,50.0,True,True
70827,EEE_2014J,62.0,1,16.0,992.0,38,62.0,True,True
71159,FFF_2014J,57.6,5,100.0,5700.0,219,57.0,True,False
71209,DDD_2013J,56.285714285714285,7,200.0,10010.0,237,50.05,True,False
71252,FFF_2013J,78.6,5,100.0,7725.0,172,77.25,True,False
71361,AAA_2013J,80.4,5,100.0,7970.0,215,79.7,True,False
71504,BBB_2014J,79.75,4,100.0,7690.0,191,76.9,True,False
71578,FFF_2013B,78.5,4,75.0,5850.0,131,78.0,True,False
71676,DDD_2014J,60.0,7,200.0,10675.0,243,53.375,True,False
71723,CCC_2014J,63.2,5,48.0,3309.0,147,68.9375,True,False
71723,DDD_2014B,45.666666666666664,3,40.0,1760.0,75,44.0,False,True
72114,FFF_2014B,82.4,5,100.0,8500.0,171,85.0,True,False
72400,BBB_2014B,84.81818181818181,11,100.0,7659.0,200,76.59,True,False
72609,CCC_2014J,51.0,9,200.0,7537.0,245,37.685,False,True
72693,FFF_2013B,74.6,5,100.0,7425.0,165,74.25,True,False
72864,FFF_2013J,72.25,4,75.0,5075.0,130,67.66666666666667,True,False
73019,DDD_2014J,45.0,7,200.0,7905.0,242,39.525,False,True
73489,BBB_2013J,77.72727272727273,11,100.0,7091.0,210,70.91,True,False
73584,BBB_2014J,55.0,1,10.0,550.0,53,55.0,True,True
73664,DDD_2014J,25.0,2,30.0,450.0,115,15.0,False,True
73874,BBB_2014J,76.5,2,30.0,2210.0,109,73.66666666666667,True,False
74113,FFF_2013B,49.0,4,75.0,3725.0,130,49.666666666666664,False,True
74165,FFF_2014J,81.8,5,100.0,8150.0,198,81.5,True,False
74290,CCC_2014B,10.0,1,2.0,20.0,20,10.0,False,True
74290,CCC_2014J,10.0,1,2.0,20.0,-1,10.0,False,True
74372,AAA_2013J,48.5,4,70.0,3280.0,166,46.857142857142854,False,True
74502,DDD_2013J,63.0,6,180.0,10657.5,237,59.208333333333336,True,False
74521,FFF_2014B,60.0,4,87.5,5300.0,173,60.57142857142857,True,False
74524,FFF_2014B,86.0,1,12.5,1075.0,39,86.0,True,True
74585,BBB_2013J,88.81818181818181,11,100.0,8713.0,210,87.13,True,False
74695,BBB_2013B,91.8,10,82.0,7534.0,189,91.8780487804878,True,False
74734,BBB_2013B,83.0,10,99.0,7466.0,189,75.41414141414141,True,False
75091,AAA_2013J,66.0,5,100.0,6580.0,212,65.8,True,False
75107,FFF_2014J,92.8,5,100.0,9350.0,187,93.5,True,False
75255,AAA_2014J,81.8,5,100.0,8300.0,214,83.0,True,False
75399,BBB_2013B,72.9,10,82.0,5137.0,189,62.646341463414636,True,False
75427,DDD_2014J,66.42857142857143,7,200.0,11355.0,243,56.775,True,False
75454,CCC_2014B,71.66666666666667,9,200.0,14134.0,230,70.67,True,False
75728,CCC_2014B,68.5,2,9.0,609.0,69,67.66666666666667,True,False
76081,DDD_2014B,69.66666666666667,3,40.0,2785.0,79,69.625,True,False
76081,DDD_2014J,69.0,7,200.0,12715.0,243,63.575,True,False
76536,DDD_2013B,66.25,4,15.5,1028.5,-1,66.35483870967742,True,False
76579,EEE_2013J,69.0,1,16.0,1104.0,33,69.0,True,True
76579,EEE_2014J,58.0,3,72.0,4044.0,180,56.166666666666664,True,False
76949,CCC_2014J,81.77777777777777,9,200.0,16520.0,244,82.6,True,False
77241,DDD_2013J,71.0,2,22.5,1622.5,53,72.11111111111111,True,False
77367,AAA_2013J,70.4,5,100.0,6950.0,215,69.5,True,False
77692,FFF_2014J,82.4,5,100.0,8025.0,193,80.25,True,False
77744,FFF_2013J,81.8,5,100.0,8225.0,168,82.25,True,False
77746,FFF_2013J,74.0,1,12.5,925.0,47,74.0,True,True
77763,DDD_2013B,89.5,14,200.0,15797.0,230,78.985,True,False
77845,FFF_2014B,64.25,4,75.0,4750.0,129,63.333333333333336,True,False
77995,FFF_2014J,71.25,4,75.0,5275.0,144,70.33333333333333,True,False
77998,FFF_2013B,66.75,4,75.0,4600.0,131,61.333333333333336,True,False
