id_student,course_key,total_clicks,active_days,first_activity_day,last_activity_day,engagement_score
30850,CCC_2014J,2160,130,-14,265,137.6783263565069
31014,BBB_2013J,482,47,-10,115,53.18001665365257
31107,GGG_2014B,3730,209,-8,240,217.22443157322115
31161,CCC_2014J,2859,185,-18,262,192.9585769038139
31173,DDD_2013J,844,57,2,256,63.739336627357176
31205,GGG_2014J,344,26,-4,170,31.84354441703136
31269,DDD_2013J,292,21,-18,19,26.680172609017067
31269,DDD_2014B,539,32,-17,72,38.29156913955832
31296,FFF_2014J,1267,43,-9,263,50.14519613499717
31600,AAA_2014J,415,19,-23,240,25.030685260261265
31604,AAA_2013J,2007,123,-10,264,130.60489448081162
31663,BBB_2013B,5624,222,-9,238,230.63497622707263
31849,BBB_2013J,1144,80,0,268,87.04315991598834
32221,FFF_2013J,1112,48,-3,129,55.01481435127555
32239,GGG_2013J,571,51,-13,237,57.349138991379796
32327,BBB_2014J,669,30,-7,102,36.50727771238501
32885,AAA_2013J,1012,70,-10,247,76.92067150424869
32930,BBB_2014J,417,13,17,231,19.035481432524755
33387,DDD_2013J,243,22,-10,131,27.4971682252932
33600,FFF_2013J,469,21,-18,26,27.152732694704106
33666,BBB_2013B,1139,66,3,140,73.03878354138854
33681,DDD_2013J,423,24,-18,122,30.04973345523196
33681,DDD_2014J,30,2,-25,-4,5.433987204485146
33796,DDD_2014J,338,45,2,252,50.82600010738045
33897,DDD_2013J,322,5,22,54,10.777652323222657
33915,FFF_2013B,4012,128,-17,236,136.2972943702669
33930,DDD_2013J,526,72,-15,234,78.26720054854137
34068,CCC_2014J,596,55,-18,94,61.3919171133926
34087,DDD_2013J,285,36,-7,169,41.655991810819856
34087,DDD_2014J,127,19,-13,171,23.852030263919616
34229,BBB_2013B,672,50,-9,236,56.511745329644725
34293,FFF_2014B,915,36,-18,79,42.82001636467413
34353,BBB_2013B,350,32,7,226,37.860786223465865
34431,BBB_2013B,178,13,3,116,18.187385805840755
34653,DDD_2013J,203,20,-18,140,25.318119993844217
34662,BBB_2014J,208,26,-9,103,31.34233425196481
34731,FFF_2013J,671,33,-11,92,39.51025834052315
34756,BBB_2013B,114,11,2,59,15.74493212836325
34863,BBB_2013B,178,19,2,212,24.187385805840755
35001,GGG_2013J,71,14,1,101,18.276666119016056
35340,EEE_2014B,1785,99,-17,234,106.48773376143644
35355,CCC_2014J,1079,64,-11,158,70.98471632011827
35355,EEE_2013J,2180,126,-4,257,133.68753876620164
35502,DDD_2014B,536,32,-18,31,38.28599809450886
35508,CCC_2014J,1084,69,-18,262,75.98933526597456
35508,EEE_2014B,2248,106,-14,232,113.71824095195932
35544,FFF_2013B,2037,101,-18,240,108.61972421378267
35747,FFF_2014J,637,21,-9,37,27.45833828334479
35796,FFF_2014J,590,31,-18,47,37.381816017406095
35812,BBB_2013B,16,3,14,23,5.833213344056216
35860,FFF_2013B,2162,67,-18,234,74.67925142595305
36347,FFF_2014B,2121,106,-18,240,113.66011431917393
36385,FFF_2013B,1302,51,-17,75,58.17242457712484
37298,FFF_2013B,2066,87,-9,240,94.63385355968177
37622,BBB_2013J,427,39,-6,248,45.0591231955818
37652,CCC_2014J,854,54,-8,267,60.75110146893676
38053,AAA_2013J,2384,143,-10,267,150.77695440332243
38234,BBB_2013J,82,9,-7,166,13.418840607796598
38711,BBB_2014J,165,14,2,173,19.111987788356544
39208,BBB_2014J,1951,160,-9,262,167.57660976697304
39411,DDD_2013J,153,15,-18,37,20.036952602413628
39427,DDD_2013J,92,14,-3,46,18.532599493153256
39655,BBB_2013B,377,34,-6,217,39.93489419561959
39660,DDD_2014B,611,74,-18,144,80.41673228251233
39882,FFF_2014B,1714,44,-5,210,51.44716835960004
40184,DDD_2013J,1842,149,-18,258,156.5191499576698
40333,CCC_2014B,172,15,-18,17,20.15329159449778
40419,DDD_2013B,144,9,-13,171,13.976733742420574
40419,DDD_2013J,557,33,-12,235,39.32435896238131
40508,EEE_2013J,86,5,-9,5,9.465908118654584
40563,DDD_2013J,568,60,-18,233,66.34388043412633
40604,CCC_2014B,449,53,-16,236,59.10924758276437
40857,FFF_2014J,298,19,-17,103,24.700443573390686
40878,FFF_2014J,2374,88,-18,255,95.77275271646874
41060,DDD_2013B,408,34,-16,170,40.0137151560428
41414,GGG_2014B,901,66,-7,231,72.80461452006263
41489,FFF_2014B,49,6,-11,24,9.912023005428146
41547,BBB_2014J,978,61,-2,233,67.88653164253051
42552,FFF_2014J,4970,138,-18,263,146.51137630609466
42616,FFF_2013J,3934,163,-17,251,171.2776661608515
42638,CCC_2014B,5414,193,-18,240,201.5969281594351
42638,EEE_2013J,6072,202,-11,267,210.71160799589757
42668,FFF_2013B,2787,108,-18,232,115.93307977188041
42746,CCC_2014J,2299,142,-17,268,149.74066440191723
42746,FFF_2014B,8024,186,-18,240,194.99031694799822
42818,DDD_2013J,178,20,-18,37,25.187385805840755
43273,FFF_2013B,1831,66,-12,226,73.51316354523408
43284,DDD_2013B,820,96,-16,227,102.71052310945242
43430,FFF_2013B,5565,158,-18,237,166.62443194208583
43564,EEE_2013J,2275,112,-11,261,119.73017479524623
43958,FFF_2013J,2137,74,-18,110,81.66762609158499
43958,FFF_2014J,1060,69,-18,104,75.96696713861398
45423,FFF_2014J,4311,80,-4,241,88.36915711258884
45462,AAA_2013J,1448,90,-10,267,97.27862894232068
45642,AAA_2013J,1353,105,-9,264,112.21081845347221
45664,CCC_2014B,388,29,-11,134,34.96357934361845
45664,DDD_2013B,1041,66,-15,235,72.9488972223133
46016,DDD_2014J,370,38,-22,190,43.91620206260743
46048,EEE_2014J,12,1,38,38,3.5649493574615367
46148,FFF_2014B,3653,123,2,240,131.20357773693794
46605,CCC_2014B,3372,208,-18,241,216.12355783506166
46705,CCC_2014J,1071,73,-18,221,79.97728134163074
46753,DDD_2014B,1731,86,-18,229,93.45703208912238
46812,DDD_2014J,132,15,2,40,19.890349128221754
46844,AAA_2014J,331,46,-23,264,51.80513496891649
47061,EEE_2014J,342,20,29,234,25.83773044716594
47063,DDD_2013J,135,29,-6,149,33.91265488573605
47855,BBB_2013J,12,6,24,99,8.564949357461536
47861,FFF_2014J,8494,201,-18,249,210.04723303410603
47891,BBB_2014J,116,14,-9,124,18.762173934797758
47924,FFF_2013J,34,2,44,47,5.555348061489413
48040,BBB_2013J,1733,158,-10,268,165.4581861573405
48152,DDD_2013J,524,40,-17,261,46.26339826259162
48503,BBB_2013J,404,39,-3,245,45.00388706710654
48635,CCC_2014J,570,21,-6,32,27.34738920965601
48635,FFF_2014B,4313,157,-15,241,165.3696208269491
49119,CCC_2014B,1907,104,-17,240,111.55381085200823
49119,DDD_2014B,234,28,-16,64,33.45958551414416
49123,GGG_2014B,1309,62,2,226,69.1777824161952
49670,FFF_2013J,33,1,4,4,4.526360524616162
50069,BBB_2014B,504,28,-9,220,34.22455842927536
50263,CCC_2014B,421,31,-18,45,37.04500531403601
50263,FFF_2013B,5727,161,-18,240,169.65312170864047
50476,DDD_2014B,553,33,-18,228,39.31716468674728
50487,FFF_2013J,4894,131,-18,265,139.4959695549646
50610,DDD_2013J,13,4,-11,8,6.639057329615259
50993,BBB_2013B,128,23,-5,171,27.859812404361673
51030,DDD_2014B,749,61,-18,233,67.62007320653035
51033,DDD_2014J,874,58,-25,240,64.77422388635762
51153,DDD_2014J,1096,101,-25,235,108.00033446027523
51163,DDD_2013J,1154,79,-9,244,86.0518556229559
51301,BBB_2013J,607,48,-10,45,54.41017488196617
51485,FFF_2013J,2673,87,-17,265,94.89133075766189
51576,CCC_2014B,368,22,-17,59,27.910796644040527
51576,CCC_2014J,372,18,-5,62,23.921578419643815
51576,FFF_2013J,5186,78,-16,248,86.55391077435141
51955,DDD_2014J,370,69,-22,259,74.91620206260744
52014,DDD_2013B,346,46,7,226,51.84932477994686
52130,AAA_2013J,1849,122,-4,245,129.52294091807238
52275,FFF_2014J,90,5,-15,35,9.51085950651685
52426,BBB_2014B,62,5,5,81,9.143134726391533
52702,GGG_2014J,295,15,-6,227,20.69035945432406
52765,AAA_2014J,4809,190,-21,268,198.47845236309982
52797,BBB_2013J,1050,61,-10,242,67.95749737087695
52899,BBB_2013B,913,24,-9,94,30.81783057145415
52899,BBB_2013J,1451,120,-9,254,127.28069719538475
53025,AAA_2013J,3074,142,-7,257,150.03106018024062
53136,FFF_2014B,3379,111,-1,226,119.12563098847707
53166,FFF_2013J,2821,64,-6,236,71.94520113241276
53197,FFF_2013B,60,5,33,88,9.11087386417331
53236,BBB_2014J,42,5,-4,5,8.761200115693562
53300,CCC_2014J,1744,124,-18,242,131.46450983463652
53360,BBB_2013J,22,3,-4,10,6.13549421592915
53488,DDD_2013B,1348,105,-16,237,112.20711885620776
53626,FFF_2013J,39,4,-12,16,7.688879454113936
53632,DDD_2014B,472,34,-7,157,40.159095388491934
53632,DDD_2014J,73,7,18,158,11.30406509320417
53709,FFF_2013B,1686,52,2,156,59.430707082545965
53709,FFF_2014B,1156,34,9,241,41.05358572719368
53895,DDD_2013B,65,5,3,56,9.189654742026425
54062,CCC_2014J,139,13,-18,66,17.941642422609306
54062,EEE_2013J,1459,77,4,267,84.28619171470238
54388,BBB_2013J,42,1,-5,-5,4.761200115693562
54391,CCC_2014B,174,8,17,100,13.164785973923514
54810,DDD_2014B,258,24,-11,81,29.556828061699537
54810,DDD_2014J,434,49,-25,241,55.075346031088685
54867,FFF_2014B,575,18,-15,30,24.35610766069589
54882,FFF_2013J,493,44,-18,257,50.202535517187926
55013,FFF_2013J,587,35,-17,130,41.376726947898625
55026,BBB_2013J,263,39,-6,239,44.575949103146314
55104,AAA_2014J,1449,75,-24,261,82.27931883541461
55242,DDD_2013B,13,4,26,90,6.639057329615259
55419,FFF_2013J,258,11,-13,29,16.556828061699537
55450,FFF_2013B,1186,37,10,165,44.07918439460967
55968,BBB_2014B,535,47,-9,206,53.2841341610708
56340,BBB_2013J,4,1,24,24,2.6094379124341005
56637,FFF_2014J,5293,178,-18,241,186.57432938278706
56667,FFF_2014J,822,23,-18,241,29.71295620067707
56789,BBB_2013J,357,33,-9,240,38.8805329864007
57079,BBB_2013J,751,66,-2,264,72.62273632394984
57227,DDD_2013J,1372,133,-18,258,140.22475340576798
57285,BBB_2014J,281,9,6,200,14.641907070938114
57340,CCC_2014B,1032,54,-18,228,60.94022246911964
57359,DDD_2013B,217,10,-10,3,15.384495062789089
57506,AAA_2013J,1315,90,-10,243,97.18235211188527
57818,DDD_2013J,3017,150,-18,256,158.0123496393278
57844,FFF_2013J,1929,64,-18,235,71.56527528189893
58071,AAA_2014J,3557,149,-24,263,157.17695386822578
58077,FFF_2013J,37,5,-13,74,8.637586159726386
58089,BBB_2013B,97,6,2,138,10.584967478670572
58316,AAA_2014J,1284,102,-24,253,109.15851399732932
58549,FFF_2013B,2369,86,-16,228,93.77064523412918
58617,DDD_2014B,815,45,-17,213,51.70441435496411
58640,FFF_2013J,1694,113,-17,265,120.43543801981455
58653,BBB_2014J,356,40,11,258,45.87773578177964
58731,DDD_2014J,171,18,30,239,23.147494476813453
58873,AAA_2013J,1705,120,-10,256,127.44190672805162
58884,FFF_2014J,5099,177,-16,269,185.53699581871243
59185,AAA_2013J,1085,61,-10,245,67.99025650049389
59272,BBB_2014J,1365,76,-9,251,83.21964204013074
59275,DDD_2013J,502,28,-3,165,34.22059017009974
59370,DDD_2013J,2017,141,-10,261,148.60986220091354
59541,CCC_2014B,433,10,1,26,16.073044534100404
59725,BBB_2014B,821,71,-9,228,77.71174039505618
60135,DDD_2013B,2676,115,-16,240,122.89245204352035
60162,GGG_2014J,753,34,11,258,40.62539236800796
60405,GGG_2013J,818,54,-6,258,60.708084083853066
60416,BBB_2014B,4764,215,-9,234,223.4690528160883
60519,FFF_2013B,3091,80,-18,78,88.03657340970732
60809,CCC_2014J,2440,101,0,255,108.80016307039295
60809,EEE_2014J,2348,152,0,255,159.76174498465892
60830,BBB_2014B,1320,81,-9,220,88.18614430452233
61227,CCC_2014J,4514,128,-15,258,136.41516046585107
61236,CCC_2014J,500,57,-18,72,63.216606101084864
61297,FFF_2014J,91,7,-18,-3,11.52178857704904
61352,BBB_2014J,171,15,-3,39,20.147494476813453
61911,DDD_2014B,444,46,-16,212,52.09807428216624
62034,EEE_2014J,1831,106,-18,265,113.51316354523408
62155,AAA_2013J,3230,148,-10,265,156.0805469658245
62278,CCC_2014B,1006,79,-18,177,85.91473089271857
62487,AAA_2014J,664,54,-23,241,60.49978704065585
62631,BBB_2013B,494,33,-2,129,39.20455776256869
62975,GGG_2013J,248,17,-3,150,22.517452896464707
63015,DDD_2014J,658,66,-17,262,72.49072353450251
63044,BBB_2013J,223,16,0,110,21.41164605185504
63112,EEE_2013J,2956,99,-11,254,106.99193051985247
63112,FFF_2014J,494,22,-18,112,28.20455776256869
63165,AAA_2014J,878,87,-23,267,93.77878489768517
63295,FFF_2013J,1161,44,-15,257,51.05789793741186
63371,CCC_2014J,3275,145,-18,265,153.09437844497296
63400,AAA_2013J,2654,175,-10,268,182.88419993367603
63467,BBB_2014J,676,29,-9,200,35.517671272912274
63566,DDD_2013J,1212,71,-15,236,78.10085190894405
63721,BBB_2014B,743,67,-8,218,73.6120410348331
63827,DDD_2014J,103,22,-7,140,26.64439089914137
63856,DDD_2013J,921,102,-18,258,108.8265452235566
63949,GGG_2014J,413,30,-15,210,36.02586597382531
63958,FFF_2014B,105,9,-18,45,13.663439094112068
64275,BBB_2014B,182,22,2,209,27.20948615284142
64296,CCC_2014B,607,24,-17,97,30.410174881966167
64296,EEE_2014B,590,22,-18,96,28.3818160174061
64388,FFF_2013J,4448,156,-18,267,164.40043463080605
64427,FFF_2014J,5547,188,-3,241,196.62119278143473
64450,DDD_2014B,3246,153,-18,236,161.08548677210285
64767,DDD_2014B,196,28,-17,146,33.28320372873799
64901,GGG_2014B,801,49,2,229,55.68710860786651
65002,AAA_2013J,171,11,-10,96,16.147494476813453
65002,AAA_2014J,5,2,10,215,3.791759469228055
65656,FFF_2013B,1736,107,-17,240,114.4599147662411
66047,DDD_2013J,49,8,-17,37,11.912023005428146
66254,CCC_2014B,2085,80,-10,223,87.64300363556072
66451,FFF_2013J,1125,33,-14,234,40.02642680869964
66577,DDD_2013J,143,17,-18,86,21.969813299576
66579,DDD_2013B,667,38,-14,148,44.504288173536644
66713,EEE_2013J,1825,87,-11,248,94.50988306115491
66892,FFF_2014J,324,17,10,52,22.783825182329736
67182,GGG_2013J,325,32,-15,229,37.78689738136671
67471,DDD_2013J,1104,52,-16,253,59.00760061395185
67505,DDD_2013J,1203,72,-18,245,79.09340462586877
67539,EEE_2014J,1416,92,-17,265,99.25629723969068
67602,DDD_2013B,782,72,3,237,78.6631326959908
67685,CCC_2014J,9,5,-18,-8,7.302585092994046
67685,EEE_2014J,2235,170,-18,269,177.71244383427498
67781,DDD_2014B,1678,130,-15,236,137.42595365707754
67785,DDD_2013B,1328,74,-4,234,81.19218205871324
67986,FFF_2014B,627,32,-18,51,38.4425401664682
68011,DDD_2013J,352,31,-11,62,36.8664680569333
68107,FFF_2013J,4165,116,-8,243,124.33471162182092
68208,FFF_2013B,7342,157,-18,240,165.90150275745162
68376,DDD_2013J,1049,81,-9,246,87.95654544315157
68417,DDD_2014J,1208,93,-19,239,100.0975488506148
68556,BBB_2013J,94,15,-6,96,19.55387689160054
69346,FFF_2013J,1441,32,-18,33,39.273786317844895
69439,FFF_2014J,283,13,-17,52,18.648974238161205
69489,DDD_2013J,96,11,-18,24,15.574710978503383
69489,DDD_2014B,104,13,-15,19,17.653960350157522
69491,DDD_2013B,369,49,-2,226,54.91350300563827
69494,CCC_2014B,595,34,-18,20,40.39024066706535
69494,CCC_2014J,1423,78,-18,177,85.26122509197192
69703,CCC_2014B,668,71,-18,230,77.50578406012824
70011,AAA_2014J,6133,227,-13,269,235.7216023446742
70214,CCC_2014J,363,18,-16,31,23.89715386763674
70214,EEE_2013J,3055,136,-8,244,144.02486215028642
70381,CCC_2014B,729,68,-14,241,74.59304453414244
70464,AAA_2013J,1047,46,-10,248,52.95463886488099
70495,CCC_2014J,1907,113,-18,246,120.55381085200823
70495,FFF_2013J,5136,157,-14,250,165.54422453046726
70537,EEE_2014B,2359,119,-2,239,126.76641689801966
70569,BBB_2014J,894,56,-9,256,62.79682371827486
70608,BBB_2013B,234,27,-5,233,32.45958551414416
70750,BBB_2014J,95,8,-9,14,12.564348191467836
70771,CCC_2014B,175,6,-4,61,11.17048399503815
70827,EEE_2014J,259,18,0,66,23.560681631015527
71159,FFF_2014J,5151,117,-12,263,125.54714026778419
71209,DDD_2013J,407,68,-13,241,74.01126717440417
71252,FFF_2013J,1148,37,-14,237,44.046647277848756
71361,AAA_2013J,2278,135,-10,243,142.7314920292457
71433,BBB_2013B,54,8,-4,19,12.007333185232472
71504,BBB_2014J,1009,59,-9,237,65.91770560983531
71578,FFF_2013B,1520,57,-18,225,64.32712329225929
71676,DDD_2014J,1059,92,-25,253,98.96602418710611
71723,CCC_2014J,463,36,9,176,42.139884552226256
71723,DDD_2014B,243,28,-11,180,33.4971682252932
71897,FFF_2013J,243,17,-16,23,22.4971682252932
72114,FFF_2014B,4196,137,-16,241,145.3421252633336
72349,BBB_2014J,125,10,-4,25,14.836281906951477
72400,BBB_2014B,388,36,-8,216,41.96357934361845
72609,CCC_2014J,6023,208,-18,269,216.70350676947973
72693,FFF_2013B,2233,92,-15,226,99.71154897962914
72864,FFF_2013J,1383,42,-7,231,49.232733136177615
73019,DDD_2014J,527,37,5,240,43.26909628370626
73489,BBB_2013J,1753,144,-10,264,151.46965417293214
73584,BBB_2014J,228,12,-9,92,17.43372200355424
73664,CCC_2014J,38,12,20,60,15.663561646129647
73664,DDD_2014J,98,18,13,145,22.59511985013459
73874,BBB_2014J,910,34,-8,120,40.814542897259955
74113,FFF_2013B,568,23,-18,158,29.34388043412633
74165,FFF_2014J,1865,62,-3,269,69.5315523814073
74290,CCC_2014B,221,17,-5,52,22.40267738187228
74290,CCC_2014J,46,13,-10,36,16.85014760171006
74372,AAA_2013J,111,14,-5,213,18.718498871295093
74502,DDD_2013J,3535,207,-18,261,215.17075142375754
74521,FFF_2014B,1270,46,-16,227,53.14755927118945
74524,FFF_2014B,90,7,10,58,11.51085950651685
74585,BBB_2013J,7607,171,-10,265,179.93695560422523
74695,BBB_2013B,3489,122,-9,236,130.15765701519646
74734,BBB_2013B,174,34,4,228,39.164785973923514
75091,AAA_2013J,2886,122,-10,254,129.96797317966295
75107,FFF_2014J,5690,175,-11,266,183.64664125860313
75255,AAA_2014J,929,79,-24,243,85.8351845861473
75309,DDD_2014B,1,1,-13,-13,1.6931471805599454
75399,BBB_2013B,459,49,-9,219,55.13122648948314
75427,DDD_2014J,1068,112,-24,261,118.97447891102505
75454,CCC_2014B,4283,129,-18,237,137.36264243156765
75728,CCC_2014B,1804,70,-18,100,77.49831587076699
76081,DDD_2014B,996,72,-18,94,78.90475076996184
76081,DDD_2014J,652,93,-25,261,99.48157712927643
76536,DDD_2013B,17,7,14,51,9.890371757896165
76579,EEE_2013J,760,57,-11,143,63.63463335786169
76579,EEE_2014J,1376,72,-18,235,79.22766249872865
76949,CCC_2014J,1440,94,-18,268,101.27309259599951
77241,DDD_2013J,194,24,1,139,29.272999558563747
77367,AAA_2013J,654,86,-10,250,92.48463523563525
77692,FFF_2014J,2538,30,1,242,37.83952558170468
77744,FFF_2013J,2209,84,-16,231,91.7007477945118
77746,FFF_2013J,108,8,19,72,12.691347882229143
77763,DDD_2013B,1318,101,-16,226,108.18462915271732
77845,FFF_2014B,460,19,-18,129,25.13339804299665
77995,FFF_2014J,863,30,-1,233,36.76157276880406
77998,FFF_2013B,502,45,-10,215,51.22059017009974
77998,FFF_2014B,770,31,1,228,37.64768837356333
78170,DDD_2013J,2596,109,-18,236,116.86211221166275
78255,BBB_2013J,184,24,-10,44,29.220355825078325
78255,BBB_2014B,126,20,-2,215,24.84418708645859
78645,BBB_2013B,389,40,-9,179,45.966146739123694
79261,FFF_2013J,2024,59,-9,236,66.61332497954064
79403,AAA_2014J,1774,76,-18,164,83.48155570190951
79461,CCC_2014B,789,46,2,220,52.67203294546107
79610,FFF_2014J,2401,92,-18,264,99.78405700263993
79683,FFF_2014B,426,23,4,94,29.056784013228626
80329,CCC_2014B,169,21,-18,62,26.135798437050262
80329,CCC_2014J,3240,99,-11,260,107.08363720314155
80329,DDD_2013J,444,51,-17,122,57.09807428216624
80329,DDD_2014J,605,78,-18,253,84.40687998606931
80358,EEE_2014J,1447,94,-17,242,101.27793857294566
80438,FFF_2014J,4963,107,-13,263,115.5099671463245
80448,GGG_2013J,335,25,-1,225,30.817111159963204
80491,CCC_2014J,323,43,6,198,48.78074351579233
80717,BBB_2013J,3545,197,-10,267,205.17357548663415
80745,FFF_2013B,991,44,-13,235,50.89972310728487
80775,DDD_2014J,674,78,-25,240,84.51471269087253
80868,CCC_2014J,23513,278,-18,269,288.0653512674277
80868,DDD_2013J,4409,200,-16,261,208.3916299684409
80886,FFF_2013B,563,26,-18,46,32.33505425149806
81216,FFF_2014B,12,1,-2,-2,3.5649493574615367
81351,DDD_2013B,793,96,-1,214,102.67708346124714
81536,FFF_2013J,449,29,-18,68,35.10924758276437
81754,GGG_2014B,297,34,-8,114,39.6970934865054
82088,DDD_2013J,1018,84,-18,110,90.92657703322273
82201,FFF_2014B,561,24,17,87,30.33150184989369
82201,FFF_2014J,2,1,2,2,2.09861228866811
82341,GGG_2013J,477,29,-2,227,35.169610732491456
82535,BBB_2013B,325,45,-6,194,50.78689738136671
82556,FFF_2013B,1504,20,-14,88,27.316548177182977
82575,CCC_2014B,628,43,-18,233,49.444131256700445
82741,BBB_2013B,821,43,1,226,49.71174039505618
82817,FFF_2013B,1337,47,0,222,54.198931240688175
83219,CCC_2014B,1025,71,-18,228,77.93342302573072
83219,EEE_2014B,2298,108,-18,233,115.74022952476318
83254,BBB_2013B,916,70,-6,238,76.82110747225647
83453,CCC_2014B,362,13,-18,117,18.894402834264852
83553,DDD_2014J,384,29,-10,110,34.953243334287784
83603,FFF_2014B,2878,120,-14,236,127.96519829061218
84051,FFF_2013B,209,28,-9,220,33.347107530717466
84245,BBB_2013B,630,74,-9,227,80.44730586254121
84299,CCC_2014B,748,62,-18,149,68.61873898351722
84299,FFF_2014B,1183,77,-18,226,84.07665381544395
84541,BBB_2014J,171,11,-6,69,16.147494476813453
84576,DDD_2014B,2098,114,-17,239,121.64921631982064
84604,FFF_2014J,7519,156,-18,258,164.9253214169439
84605,DDD_2013J,795,52,-18,178,58.67959918584438
84605,DDD_2014B,379,26,83,240,31.940171252720432
84664,BBB_2013B,459,35,-8,226,41.13122648948314
84812,BBB_2013J,455,48,-10,266,54.122492809514384
85092,AAA_2014J,656,32,-12,241,38.48768401848461
85144,AAA_2014J,628,75,-17,269,81.44413125670044
85241,FFF_2014J,194,16,-4,52,21.272999558563747
85302,AAA_2014J,2217,127,-24,250,134.70436116791032
85304,DDD_2014B,23,1,-16,-16,4.178053830347945
85325,DDD_2013J,78,6,3,49,10.369447852467022
85874,FFF_2014B,1816,37,-16,123,44.50494206839617
86047,CCC_2014B,170,11,-5,51,16.14166355650266
86047,DDD_2013B,884,44,-13,227,50.78558764500793
86291,BBB_2013B,69,3,21,37,7.248495242049359
86291,BBB_2013J,112,9,30,177,13.72738781871234
86538,FFF_2013B,1532,51,-7,135,58.334981878871815
86669,FFF_2013J,2225,88,-18,264,95.7079615318355
87107,DDD_2013B,822,77,-3,226,83.71295620067707
87152,FFF_2013B,2206,109,-10,213,116.69938940625674
87264,FFF_2014J,8352,175,-18,269,184.0303760347559
87322,FFF_2014J,1741,68,-18,243,75.46278915741244
87431,AAA_2014J,790,29,-19,235,35.67329796776765
87732,BBB_2013B,973,83,-9,236,89.88141130364254
87929,GGG_2013J,541,34,-1,223,40.29526600143964
88340,BBB_2014B,160,23,-4,99,28.081404364984465
88439,DDD_2014J,786,74,-24,241,80.6682282484174
88490,DDD_2014B,926,77,-14,235,83.83195356556585
88568,EEE_2013J,3546,138,-11,265,146.1738574547736
88758,CCC_2014J,51,4,-18,-13,7.951243718581427
88781,FFF_2013J,862,52,-13,164,58.760414691083426
88910,DDD_2014B,553,60,-18,228,66.31716468674729
89051,DDD_2013B,1149,112,-12,236,119.0475172213573
89092,BBB_2014B,156,23,1,234,28.056245805348308
